duration,UDP,out_packets,out_bytes,in_packets,in_bytes,label
30.02200000000039,0.0,33,2466,5523586,276179276,1
30.02099999999996,0.0,2573485,112613570042,1709648,112836744,0
30.02199999999993,1.0,33,17826,4506495,4803920598,1
30.021000000000186,0.0,2478692,108465241520,1647202,108715308,0
30.02099999999996,1.0,30,17700,4580294,4882593404,1
30.02300000000014,1.0,1,42,2664,4026498,0
30.02000000000001,1.0,32,17784,4299467,4583229774,1
30.019999999999985,1.0,32,17784,4519876,4818185768,1
30.024999999999864,0.0,32,2424,5524072,276203584,1
30.02199999999993,0.0,2592895,113462886190,1723414,113745300,0
30.02199999999993,0.0,2552997,111717716594,1695637,111912018,0
30.019000000000005,1.0,33,17826,4316386,4601264404,1
30.021000000000186,1.0,1,42,2665,4028010,0
30.02099999999996,1.0,32,17784,4566026,4867381668,1
30.022000000000048,0.0,32,2424,5507999,275399934,1
30.02300000000014,0.0,31,2382,5589069,279453442,1
30.02199999999993,1.0,2,84,2652,4006884,0
30.02099999999996,0.0,2552723,111705442902,1695137,111879018,0
30.019999999999985,0.0,13,942,936479,46823934,1
30.019999999999985,0.0,17,1290,2028557,101427842,1
30.02199999999993,1.0,1,42,2658,4017426,0
30.02099999999996,1.0,33,17826,4294597,4578037330,1
30.02200000000039,1.0,1,42,2658,4017426,0
30.021000000000072,1.0,32,17784,4299296,4583047488,1
30.02199999999993,0.0,2533434,110860263132,1683333,111099954,0
30.02199999999993,1.0,32,17784,4502110,4799247212,1
30.01799999999997,0.0,16,1176,2606181,130309034,1
30.019999999999985,1.0,32,17784,4312401,4597017418,1
30.02199999999993,1.0,1,42,2657,4015914,0
30.022000000000048,0.0,2527303,110592012478,1679095,110820246,0
30.024000000000115,0.0,32,2424,5535109,276755434,1
30.022000000000048,0.0,2554420,111780528112,1696745,111985170,0
30.022000000000844,1.0,0,0,2647,4002264,0
30.021000000000186,1.0,1,42,2613,3949386,0
30.02199999999993,1.0,0,0,2651,4008312,0
30.02199999999993,0.0,2544672,111353573392,1687822,111396204,0
30.02199999999993,1.0,1,42,2658,4017426,0
30.02099999999996,0.0,2594645,113539155274,1720856,113576472,0
30.02099999999996,1.0,31,17742,4294319,4577743030,1
30.02199999999993,0.0,31,2382,5563278,278163892,1
30.026999999999816,0.0,31,2382,5523465,276173242,1
30.02300000000014,1.0,1,42,2656,4014402,0
30.02099999999973,0.0,2592951,113465052222,1723323,113739318,0
30.019,1.0,32,17784,4536961,4836398378,1
30.02199999999993,1.0,1,42,2658,4017426,0
30.02000000000009,1.0,32,17784,4520520,4818872272,1
30.02200000000039,0.0,2611403,114271905206,1735635,114551886,0
30.019999999999985,0.0,10,780,868234,43411700,1
30.02199999999993,1.0,1,42,2659,4018938,0
30.02200000000001,0.0,32,2424,5506048,275302384,1
30.02200000000016,1.0,32,17784,4283727,4566450934,1
30.02199999999993,1.0,1,42,2652,4008354,0
30.02099999999996,0.0,2596398,113614899516,1726859,113972670,0
30.019999999999985,1.0,32,17784,4510329,4808008666,1
30.02099999999996,1.0,32,17784,4295516,4579018008,1
30.02199999999993,1.0,1,42,2666,4029522,0
30.019,1.0,31,17742,4085519,4355162230,1
30.02199999999993,1.0,1,42,2648,4002306,0
30.02099999999996,0.0,32,2424,5512453,275622634,1
30.021000000000186,0.0,30,2340,5574989,278749450,1
30.019000000000005,0.0,16,1176,2552356,127617784,1
30.019999999999985,1.0,32,17784,4438500,4731438952,1
30.019999999999985,1.0,32,17784,4318236,4603237528,1
30.02199999999993,1.0,1,42,2658,4017426,0
30.02199999999993,0.0,32,2424,5554283,277714134,1
30.02199999999999,0.0,2544045,111325482626,1692375,111696726,0
30.02199999999993,0.0,33,2466,5541120,277055976,1
30.02099999999996,0.0,2627710,114986471524,1745280,115188456,0
30.02099999999996,0.0,2569972,112460638552,1705622,112571040,0
30.02100000000001,1.0,32,17784,4315875,4600720702,1
30.024000000000346,1.0,1,42,2652,4008354,0
30.019999999999985,0.0,2532536,110822324056,1683395,111104046,0
30.019999999999985,1.0,32,17784,4506560,4803990912,1
30.02199999999993,1.0,1,42,2661,4021962,0
30.019000000000005,0.0,14,1092,2594787,129739342,1
30.023999999999887,0.0,32,2424,5571939,278596934,1
30.02199999999993,0.0,2514623,110037462334,1668539,110123574,0
30.02000000000021,1.0,32,17784,4544044,4843948856,1
30.02000000000001,1.0,32,17784,4524496,4823110688,1
30.02199999999993,1.0,1,42,2652,4008354,0
30.02099999999973,1.0,1,42,2652,4008354,0
30.021000000000186,0.0,2495658,109206328628,1658969,109491930,0
30.021000000000186,0.0,2535646,110957795644,1683869,111135354,0
30.02200000000039,0.0,31,2382,5574607,278730342,1
30.02099999999996,0.0,2571061,112507503154,1709830,112848780,0
30.02199999999993,0.0,2521575,110342271078,1677276,110700192,0
30.02099999999973,1.0,1,42,2653,4009866,0
30.022999999999683,1.0,0,0,2657,4017384,0
30.02000000000044,1.0,1,42,2652,4008354,0
30.023999999999887,1.0,0,0,2651,4008312,0
30.021000000000186,0.0,2528483,110644388086,1679377,110838858,0
30.02199999999993,1.0,0,0,2657,4017384,0
30.02199999999993,1.0,1,42,2651,4006842,0
30.02099999999996,0.0,2544608,111349177904,1689557,111510738,0
30.024000000000115,0.0,31,2382,5546851,277342542,1
30.02099999999996,1.0,32,17784,4524854,4823492316,1
30.02099999999996,0.0,2570311,112474227254,1704035,112466286,0
30.02099999999996,1.0,32,17784,4294101,4577509618,1
30.02099999999996,0.0,2435378,106570161492,1617736,106770552,0
30.02199999999993,1.0,1,42,2652,4008354,0
30.021000000000186,0.0,2497105,109270649410,1657834,109417020,0
30.02199999999993,0.0,32,2424,5555287,277764334,1
30.02099999999996,0.0,2590732,113367127536,1719779,113505390,0
30.019999999999985,0.0,15,1098,1284629,64231434,1
30.021000000000186,0.0,31,2382,5542203,277110142,1
30.02199999999993,1.0,1,42,2651,4006842,0
30.019999999999985,0.0,10,780,903646,45182300,1
30.023000000000025,0.0,2578506,112832791668,1714368,113148264,0
30.02099999999996,1.0,32,17784,4327642,4613264324,1
30.02299999999991,0.0,32,2424,5560043,278002134,1
30.019000000000005,1.0,32,17784,4232330,4511661732,1
30.02199999999993,0.0,2562439,112131806014,1701656,112309272,0
