,duration,ip_proto,out_packets,out_bytes,in_packets,in_bytes,label
72,30.019999999999982,TCP,26,1956,3477640,173881984,1
73,30.022999999999683,TCP,32,2424,5547797,277389834,1
74,30.02200000000039,TCP,31,2382,5574607,278730342,1
75,30.021999999999935,TCP,33,2466,5541120,277055976,1
76,30.02099999999973,TCP,32,2424,5507654,275382684,1
77,30.02200000000039,TCP,31,2382,5549178,277458892,1
78,30.019999999999982,TCP,32,2424,5535383,276769134,1
79,30.021999999999935,TCP,31,2382,5538835,276941742,1
80,30.021999999999935,TCP,31,2382,5555455,277772742,1
81,30.021999999999935,TCP,32,2424,5577793,278889634,1
82,30.021999999999935,TCP,31,2382,5563278,278163892,1
83,30.021999999999935,TCP,31,2382,5452264,272613192,1
84,30.021000000000186,TCP,32,2424,5562766,278138284,1
85,30.021999999999935,TCP,30,2340,5569891,278494550,1
86,30.02300000000014,TCP,32,2424,5582145,279107234,1
87,30.024999999999636,TCP,32,2424,5569865,278493234,1
88,30.021000000000186,TCP,30,2340,5574989,278749450,1
89,30.023999999999887,TCP,32,2424,5571939,278596934,1
90,30.021999999999935,TCP,31,2382,5579227,278961342,1
91,30.024000000000342,TCP,31,2382,5573528,278676392,1
92,30.021999999999935,TCP,32,2424,5583799,279189934,1
93,30.02300000000014,TCP,31,2382,5589069,279453442,1
94,30.019999999999982,TCP,31,2382,5549851,277492542,1
95,30.021999999999935,TCP,31,2382,5533557,276677842,1
96,30.021999999999935,TCP,31,2382,5565793,278289642,1
97,30.019999999999982,TCP,17,1290,2028557,101427842,1
98,30.016999999999825,TCP,13,978,2272602,113630092,1
99,30.021000000000186,TCP,13,978,1217814,60890692,1
100,30.01800000000003,TCP,14,1056,2292188,114609392,1
101,30.018999999999778,TCP,15,1098,1247022,62351084,1
