duration,protocol,in_packets,in_bytes,out_packets,out_bytes
12235.633,TCP,688848070,45463964172,1037237532,45388636626536
12265.654,TCP,690508499,45573552486,1039735265,45497933793210
12295.675,TCP,692147047,45681696630,1042202429,45605896005978
12325.697,TCP,693863154,45794959668,1044787176,45719002690904
12355.719,TCP,695532639,45905145666,1047302310,45829063648828
12385.741,TCP,697187619,46014374346,1049792990,45938053314220
12415.763,TCP,698884013,46126336326,1052349515,46049926584734
12445.785,TCP,700569463,46237576002,1054888004,46161009217464
12475.807,TCP,702268919,46349740074,1057445805,46272937424698
12505.828,TCP,703976225,46462422246,1060020319,46385596085510
12535.851,TCP,705658601,46573459038,1062554316,46496482075912
12565.873,TCP,707350129,46685099862,1065104435,46608073445382
12595.895,TCP,709031513,46796071182,1067632703,46718707662326
12625.918,TCP,710762437,46910312142,1070241799,46832879799798
12655.940,TCP,712454734,47022003744,1072791124,46944436776024
12685.962,TCP,714216493,47138279814,1075448998,47060743823444
12715.983,TCP,715944599,47252334786,1078051454,47174626705900
12746.005,TCP,717619155,47362855458,1080572412,47284941147488
12776.026,TCP,719380617,47479111926,1083223541,47400953427186
12806.049,TCP,721073400,47590835580,1085772834,47512508501108
12836.070,TCP,722695870,47697918600,1088213562,47619313766428
12866.091,TCP,724443459,47813259450,1090842408,47734348808816
12896.113,TCP,726151143,47925966570,1093410360,47846720513144
12926.135,TCP,727843615,48037669698,1095956197,47958123447274
12956.157,TCP,729550922,48150351936,1098531106,48070800156180
12986.179,TCP,731260644,48263193588,1101106466,48183494720668
13016.200,TCP,732934105,48373641990,1103626069,48293750091178
13046.222,TCP,734600961,48483654462,1106132981,48403448092370
13076.243,TCP,736219876,48590502828,1108568400,48510018323232
13106.266,TCP,737836682,48697212000,1111002832,48616547593736
13136.288,TCP,739567062,48811417056,1113608722,48730578158836
13166.310,TCP,741225588,48920879748,1116108887,48839982506662
13196.330,TCP,742962363,49035506898,1118727523,48954572541886
13226.351,TCP,744632202,49145716248,1121242071,49064606067086
13256.371,TCP,746322400,49257269292,1123785195,49175891314982
13286.393,TCP,747999106,49367931864,1126309834,49286366760452
13316.414,TCP,749660243,49477566918,1128809935,49395768219742
13346.434,TCP,751383965,49591332546,1131407541,49509438446210
13376.455,TCP,753075630,49702982412,1133951206,49620746536340
13406.476,TCP,754783887,49815727350,1136527087,49733465252438
13436.498,TCP,756509461,49929615234,1139131115,49847413840582
13466.519,TCP,758212704,50042029248,1141694722,49959596776604
13496.540,TCP,759922121,50154850746,1144271956,50072374434080
13526.560,TCP,761622779,50267094150,1146834440,50184504670200
13556.581,TCP,763307708,50378299464,1149370416,50295477954120
13586.603,TCP,765039486,50492596788,1151980662,50409700958268
13616.625,TCP,766731660,50604280248,1154530836,50521294494432
13646.646,TCP,768389377,50713689570,1157028851,50630605311958
13676.667,TCP,770056926,50823747780,1159542767,50740611597630
13706.689,TCP,771766143,50936556078,1162119598,50853371861092
13736.711,TCP,773469941,51049006746,1164684657,50965616562722
13766.732,TCP,775149238,51159840324,1167220920,51076600613464
13796.753,TCP,776852922,51272283444,1169787479,51188909572686
13826.774,TCP,778564526,51385249308,1172366135,51301749780222
13856.796,TCP,780230725,51495218418,1174874842,51411529360756
13886.816,TCP,781905510,51605754204,1177399047,51521987213182
13916.838,TCP,783545495,51713993190,1179871174,51630165366948
13946.858,TCP,785276470,51828237516,1182484650,51744528504012
13976.880,TCP,786974602,51940314180,1185042614,51856463734708
14006.901,TCP,788615572,52048618188,1187515508,51964674772256
14036.922,TCP,790368865,52164335502,1190168177,52080753869242
14066.943,TCP,792096416,52278353820,1192770465,52194627631458
14096.965,TCP,793774144,52389083844,1195298232,52305242022712
14126.986,TCP,795432732,52498550628,1197799261,52414686534842
14157.008,TCP,797083014,52607469192,1200288285,52523603608074
14187.030,TCP,798768904,52718737932,1202829742,52634817378396
14217.050,TCP,800432931,52828563702,1205334340,52744418167672
14247.072,TCP,802072537,52936777674,1207803664,52852473584120
14277.092,TCP,803767473,53048643450,1210354606,52964101380788
14307.112,TCP,805418428,53157606456,1212839411,53072835854438
14337.134,TCP,807103068,53268792672,1215377847,53183915665998
14367.155,TCP,808748264,53377375608,1217854109,53292274185626
14397.176,TCP,810462284,53490500904,1220436316,53405268439368
14427.198,TCP,812208043,53605720974,1223066727,53520371415182
14457.219,TCP,813911350,53718139236,1225630382,53632555927260
14487.241,TCP,815607637,53830094154,1228186285,53744400779258
14517.262,TCP,817302594,53941961292,1230737647,53856045511910
14547.283,TCP,819025515,54055674054,1233336040,53969750392576
14577.304,TCP,820703423,54166415958,1235862236,54080294753608
14607.326,TCP,822391241,54277811934,1238403345,54191492902618
14637.348,TCP,824079183,54389216094,1240952820,54303065027160
14667.369,TCP,825866869,54507203346,1243646494,54420936814868
14697.390,TCP,827639815,54624217758,1246315674,54537735473124
14727.411,TCP,829442082,54743167356,1249031013,54656555948066
14757.431,TCP,831146646,54855668556,1251598886,54768921617116
14787.453,TCP,832876130,54969814476,1254202786,54882863643188
14817.474,TCP,834618742,55084826844,1256824649,54997591385898
14847.495,TCP,836395891,55202118678,1259501808,55114739221560
14877.516,TCP,838110839,55315305222,1262088425,55227927425618
14907.538,TCP,839790635,55426171734,1264616843,55338568991742
14937.560,TCP,841490908,55538389752,1267176288,55450568348528
14967.580,TCP,843195315,55650880590,1269741458,55562817579820
14997.602,TCP,844864644,55761056280,1272254050,55672766564804
15027.623,TCP,846547426,55872119892,1274790201,55783747724594
15057.645,TCP,848289559,55987100646,1277414751,55898595313382
15087.667,TCP,849924859,56095030422,1279876052,56006299713784
15117.689,TCP,851599204,56205537192,1282394002,56116483147764
15147.712,TCP,853197945,56311054074,1284801448,56221830399744
15177.732,TCP,854871944,56421537984,1287320982,56332082554060
15207.755,TCP,856564170,56533224900,1289872218,56443722428756
15237.777,TCP,858219908,56642503584,1292365426,56552823410780
15267.799,TCP,859960262,56757366924,1295002586,56668231246372
15297.821,TCP,861604709,56865900402,1297481315,56776698063950
15327.842,TCP,863265349,56975502642,1299989311,56886446533518
15357.863,TCP,864923371,57084932070,1302495072,56996096159088
15387.886,TCP,866583151,57194477526,1304996602,57105559906708
